transaction_id,customer_id,timestamp,origin_country,destination_country,amount,currency,merchant
TXN008176,CUST6831,2025-07-10 19:10:07,RW,MM,6550.65,USD,Waters-Cunningham
TXN008177,CUST9671,2025-02-02 04:26:22,GY,DZ,91.12,USD,"Baxter, Russo and Walker"
TXN008178,CUST7927,2025-03-06 21:05:47,ID,UY,621.78,USD,Wilson-Griffith
TXN008179,CUST8648,2025-04-12 12:47:03,DJ,PS,17858.01,USD,White-Preston
TXN008180,CUST5056,2025-08-12 19:51:01,RO,VE,1097.85,USD,"Johnston, Kim and Hunter"
TXN008181,CUST5451,2025-07-30 07:11:17,SY,LC,18039.54,USD,"Miller, Munoz and Anderson"
TXN008182,CUST3943,2025-06-16 09:46:40,NP,KW,5033.15,USD,"Lopez, Barton and Black"
TXN008183,CUST9716,2025-01-29 00:50:09,IS,IT,12082.16,USD,Smith-Peterson
TXN008184,CUST1434,2025-06-06 00:44:17,QA,UA,8499.99,USD,King-Ferrell
TXN008185,CUST3270,2025-04-17 17:27:51,PW,ZW,15316.61,USD,Weber and Sons
TXN008186,CUST2602,2025-03-18 10:12:03,VU,MG,10023.28,USD,"Wright, Murray and Smith"
TXN008187,CUST2894,2025-07-30 08:02:31,SE,NP,11932.1,USD,Rasmussen Ltd
TXN008188,CUST4280,2025-04-20 13:58:51,PS,KZ,17983.84,USD,"Bautista, Moss and Vazquez"
TXN008189,CUST4490,2025-08-21 09:48:54,AD,SK,13087.16,USD,"Rodriguez, Brandt and Howard"
TXN008190,CUST6499,2025-03-20 09:39:29,UZ,DE,17394.61,USD,"Murray, Taylor and Watts"
TXN008191,CUST4448,2025-02-18 22:13:41,LU,KG,10848.13,USD,"Wallace, Hubbard and Larson"
TXN008192,CUST4187,2025-02-25 01:33:53,GW,BN,789.58,USD,Bell and Sons
TXN008193,CUST9046,2025-01-27 10:23:12,RS,RW,16180.17,USD,Williams and Sons
TXN008194,CUST4615,2025-01-09 07:08:18,MD,CI,6096.97,USD,"Murray, Brewer and Castro"
TXN008195,CUST9115,2025-06-30 22:13:30,UY,IL,4322.29,USD,Jackson LLC
TXN008196,CUST3223,2025-06-02 19:18:52,BF,LC,16714.59,USD,Mccoy Inc
TXN008197,CUST2257,2025-06-07 06:24:12,US,CZ,15671.74,USD,Green-Wagner
TXN008198,CUST2570,2025-05-27 22:15:11,MY,LA,9224.64,USD,Chang-Edwards
TXN008199,CUST2446,2025-05-08 13:39:17,MC,MK,12616.05,USD,Manning and Sons
TXN008200,CUST9046,2025-08-21 13:41:12,CM,BN,2551.35,USD,Pace-Wright
TXN008201,CUST9561,2025-02-19 17:29:23,VU,SC,15301.37,USD,Braun-Stanley
TXN008202,CUST5334,2025-06-20 17:46:36,SG,AD,11154.41,USD,Wright LLC
TXN008203,CUST9086,2025-07-04 04:44:50,AO,KH,11421.37,USD,Cortez-Tucker
TXN008204,CUST1663,2025-07-24 00:39:58,MZ,TJ,9952.15,USD,Ramirez LLC
TXN008205,CUST4199,2025-07-14 00:53:51,GB,BS,17041.83,USD,Thompson-Lopez
TXN008206,CUST6234,2025-09-01 04:57:51,TL,AG,3204.95,USD,Garcia Ltd
TXN008207,CUST3728,2025-09-04 15:05:56,LC,ME,12638.04,USD,"Wilson, Newman and Allen"
TXN008208,CUST9479,2025-02-07 17:19:18,VC,TT,3536.63,USD,Roberts Inc
TXN008209,CUST6161,2025-04-04 09:12:15,MU,JO,14002.04,USD,Andrews-Scott
TXN008210,CUST8668,2025-01-02 21:21:43,KE,LV,9569.0,USD,"Fischer, Thomas and Gill"
TXN008211,CUST9338,2025-05-31 08:02:09,JM,GW,1989.04,USD,"Coleman, Anderson and Richard"
TXN008212,CUST3695,2025-05-06 22:25:01,SN,NP,2456.14,USD,Hood-Young
TXN008213,CUST9976,2025-01-09 16:49:00,AZ,BZ,3616.14,USD,"Ponce, Robinson and Clayton"
TXN008214,CUST3452,2025-05-25 16:39:29,GD,TT,1429.18,USD,"Bennett, Shah and Hampton"
TXN008215,CUST2481,2025-08-08 18:13:33,NG,CV,19772.8,USD,"Jackson, Clark and Cain"
TXN008216,CUST1974,2025-01-14 17:42:24,ME,PE,15004.99,USD,Anderson-Koch
TXN008217,CUST3071,2025-07-12 00:04:55,SD,IL,11491.01,USD,"Williams, Golden and Thomas"
TXN008218,CUST7948,2025-07-09 03:39:14,MK,NZ,3906.13,USD,Williams Inc
TXN008219,CUST8816,2025-09-03 01:34:59,AE,VA,24.49,USD,"Dixon, Espinoza and Baker"
TXN008220,CUST7680,2025-03-17 09:48:47,DZ,BZ,13399.78,USD,"Nguyen, Collins and Kirk"
TXN008221,CUST6628,2025-09-09 03:48:58,RW,FI,5511.66,USD,Williams-Escobar
TXN008222,CUST1434,2025-05-18 09:36:19,ET,CF,10797.14,USD,Smith-Salinas
TXN008223,CUST5734,2025-02-06 05:21:17,LT,GQ,8941.72,USD,"Andrews, Heath and Perez"
TXN008224,CUST6899,2025-02-11 17:56:12,AO,BD,14475.39,USD,Brooks Group
TXN008225,CUST2078,2025-09-08 21:47:22,PA,PG,14374.7,USD,"Hernandez, Ho and Martinez"
TXN008226,CUST7228,2025-07-06 22:38:41,MW,MD,19350.17,USD,Brown-Brooks
TXN008227,CUST8655,2025-02-10 16:52:24,LI,AZ,2758.51,USD,"Gonzalez, Howell and Mcdonald"
TXN008228,CUST3566,2025-04-11 14:28:25,IR,BH,850.79,USD,Young-Stevens
TXN008229,CUST1974,2025-03-15 13:05:10,SB,BO,8784.7,USD,Lewis-Craig
TXN008230,CUST9919,2025-06-24 05:33:49,TZ,FJ,2820.8,USD,"Matthews, Church and Davidson"
TXN008231,CUST3119,2025-03-20 20:46:51,EE,BZ,8198.76,USD,Williams-Miller
TXN008232,CUST1978,2025-05-22 11:23:43,GY,AL,2497.48,USD,Reed-Ramirez
TXN008233,CUST1296,2025-08-12 14:53:15,LS,ML,15625.85,USD,Tran PLC
TXN008234,CUST5690,2025-05-28 01:27:24,SN,NL,18453.92,USD,Ramos Group
TXN008235,CUST2456,2025-08-05 08:00:18,EE,PL,11399.98,USD,"Smith, Colon and Stuart"
TXN008236,CUST9894,2025-07-16 09:22:08,VN,NO,1778.82,USD,Benjamin-Taylor
TXN008237,CUST8563,2025-07-17 15:04:36,SB,PL,19941.69,USD,Valencia Inc
TXN008238,CUST2570,2025-02-20 05:28:06,UG,ER,16432.71,USD,"Howe, Ball and Campbell"
TXN008239,CUST5454,2025-08-01 09:55:13,PY,MT,10524.78,USD,Lindsey-Livingston
TXN008240,CUST5086,2025-04-17 16:15:00,CG,MY,17358.88,USD,Ellis and Sons
TXN008241,CUST9976,2025-08-20 15:52:13,MK,UZ,12914.82,USD,Olson-Thomas
TXN008242,CUST7590,2025-05-01 07:56:29,FM,GW,17473.72,USD,Jacobs-Fleming
TXN008243,CUST5252,2025-04-08 16:14:23,KH,NP,1908.18,USD,Williams PLC
TXN008244,CUST9986,2025-01-08 20:29:30,BB,SM,19146.01,USD,"Smith, Lewis and Rosario"
TXN008245,CUST8112,2025-02-04 07:44:23,TV,FR,10758.91,USD,Green-Collins
TXN008246,CUST9671,2025-01-19 19:09:49,ZA,AT,1000.73,USD,Howard-Holmes
TXN008247,CUST1792,2025-01-01 23:25:45,MV,CY,890.42,USD,"Gonzalez, Gonzalez and Mendez"
TXN008248,CUST8112,2025-08-20 15:25:48,BN,TM,8914.7,USD,Duarte LLC
TXN008249,CUST9919,2025-06-26 10:08:16,VE,CL,9768.95,USD,"Patel, Gonzalez and Khan"
TXN008250,CUST4654,2025-01-26 22:36:23,GY,SO,14491.29,USD,Hunter-Arellano
TXN008251,CUST4031,2025-01-12 10:44:51,CO,HR,2326.28,USD,Singleton-Estrada
TXN008252,CUST9242,2025-01-08 11:35:14,TR,BD,12655.79,USD,Noble-Rogers
TXN008253,CUST7945,2025-05-27 03:20:25,MX,MK,4057.48,USD,"Beasley, Velez and Hawkins"
TXN008254,CUST5613,2025-06-22 03:54:48,GW,AD,1573.18,USD,Carter-Robinson
TXN008255,CUST6831,2025-05-28 05:52:43,LC,RO,8585.61,USD,Gordon and Sons
TXN008256,CUST2203,2025-05-27 18:50:47,LT,ZA,7326.95,USD,Jennings-Graham
TXN008257,CUST1361,2025-08-01 13:15:38,PE,NR,13387.47,USD,"Bailey, Krause and Warren"
TXN008258,CUST1434,2025-03-27 23:27:50,NA,SZ,6042.37,USD,Turner-Brennan
TXN008259,CUST8935,2025-01-14 09:43:58,BF,UY,15357.73,USD,"Medina, Anderson and Howell"
TXN008260,CUST9561,2025-02-27 22:58:16,LA,HR,631.16,USD,Costa Group
TXN008261,CUST9527,2025-02-20 17:51:10,CU,NO,17507.51,USD,Rios-Jarvis
TXN008262,CUST6420,2025-06-12 10:21:43,NO,SV,11569.36,USD,Ware-Martin
TXN008263,CUST9046,2025-05-14 20:13:26,KE,VA,17948.83,USD,Paul Group
TXN008264,CUST3899,2025-06-16 14:46:51,CH,SL,5248.79,USD,Graham-Berg
TXN008265,CUST4987,2025-06-05 10:52:28,KE,BT,744.02,USD,"Murillo, Rios and Hansen"
TXN008266,CUST9772,2025-07-23 14:23:35,KR,MZ,7896.85,USD,Johnson-Trujillo
TXN008267,CUST9554,2025-06-11 19:29:31,TL,IS,10842.5,USD,"Garcia, Abbott and Edwards"
TXN008268,CUST7433,2025-01-29 19:39:51,CR,ZW,6862.49,USD,"Wilson, Sharp and Tucker"
TXN008269,CUST2973,2025-03-15 18:25:31,KG,MH,18433.72,USD,Osborn Group
TXN008270,CUST3602,2025-02-09 11:28:34,IT,VC,3238.21,USD,Garcia Group
TXN008271,CUST2465,2025-06-13 22:51:24,PE,PK,7256.1,USD,Mitchell Ltd
TXN008272,CUST7679,2025-05-06 00:43:45,AR,JO,3479.61,USD,Jones-Farmer
TXN008273,CUST6838,2025-02-27 19:52:53,KR,TV,16902.99,USD,Bryant Group
TXN008274,CUST9060,2025-03-08 20:44:52,IE,LA,6505.28,USD,Campos-Hughes
TXN008275,CUST5090,2025-01-10 08:20:30,CF,JP,2415.23,USD,Mcclure-Rollins
TXN008276,CUST3275,2025-03-14 16:16:07,IL,IL,19398.39,USD,Cobb-Stephenson
