transaction_id,customer_id,timestamp,origin_country,destination_country,amount,currency,merchant
TXN000046,CUST6158,2025-06-20 04:25:33,AL,CM,5667.03,USD,Hickman-Henderson
TXN000047,CUST6664,2025-02-05 11:29:26,PW,UZ,16294.44,USD,Young-Johnson
TXN000048,CUST4832,2025-01-16 07:34:25,CN,JP,8183.66,USD,"Lara, Kelley and Patrick"
TXN000049,CUST4987,2025-04-13 19:28:20,RW,AL,6930.22,USD,Leonard-Moore
TXN000050,CUST9242,2025-06-30 00:11:48,MG,EC,6896.52,USD,"Torres, Wyatt and Yoder"
TXN000051,CUST3152,2025-05-30 17:20:24,PS,BH,7047.07,USD,Holden-Combs
TXN000052,CUST9115,2025-02-28 17:20:57,AL,GH,1847.55,USD,Fleming-Perez
TXN000053,CUST1175,2025-04-07 15:25:04,TZ,WS,14730.84,USD,"Schneider, Steele and Garcia"
TXN000054,CUST1781,2025-03-16 20:20:04,SC,SZ,11944.56,USD,"Harrison, Torres and Daniels"
TXN000055,CUST9221,2025-02-16 09:31:41,ES,MC,10696.15,USD,Peterson-Perez
TXN000056,CUST4858,2025-02-10 05:53:12,DO,VU,16346.56,USD,Walker PLC
TXN000057,CUST6339,2025-06-21 15:25:17,BD,US,14771.38,USD,Clark-Durham
TXN000058,CUST9095,2025-02-24 01:30:34,UY,KH,17888.21,USD,Davis-Lynch
TXN000059,CUST4199,2025-08-11 21:37:16,LA,PL,18138.78,USD,Hess-Macdonald
TXN000060,CUST2885,2025-08-03 08:36:50,PE,IL,15452.1,USD,Young-Bartlett
TXN000061,CUST9775,2025-01-18 22:32:07,BT,ST,1537.95,USD,"Price, Ward and Martinez"
TXN000062,CUST1805,2025-02-27 10:52:59,ME,UA,17602.96,USD,"Hernandez, Hayes and Richards"
TXN000063,CUST5666,2025-03-19 13:57:55,EG,DM,19298.36,USD,Quinn PLC
TXN000064,CUST8940,2025-03-19 18:30:46,ZA,ZM,5402.1,USD,Green-Andrews
TXN000065,CUST9509,2025-09-03 16:39:27,TW,GD,13237.4,USD,"Hunter, Santiago and Evans"
TXN000066,CUST2203,2025-04-03 19:53:01,CR,IS,7005.26,USD,Sharp-Robinson
TXN000067,CUST8575,2025-04-19 19:33:49,MR,HU,1378.93,USD,"Stevens, Hahn and Sullivan"
TXN000068,CUST3566,2025-06-22 08:45:30,VN,SC,10430.46,USD,"Flores, Mahoney and Quinn"
TXN000069,CUST7026,2025-03-19 16:56:00,ZW,GE,3948.16,USD,Rodriguez PLC
TXN000070,CUST2203,2025-05-18 04:20:12,BE,IN,3380.34,USD,Powell LLC
TXN000071,CUST4612,2025-06-09 01:50:19,GA,LK,1307.67,USD,Adkins-White
TXN000072,CUST9880,2025-02-13 08:33:53,HN,KP,13384.23,USD,"Smith, Valenzuela and Clark"
TXN000073,CUST2705,2025-05-30 02:09:11,FR,ER,17903.47,USD,"Moss, Price and Franklin"
TXN000074,CUST3978,2025-03-30 12:51:46,PK,LU,16200.27,USD,Gutierrez Inc
TXN000075,CUST1874,2025-02-05 07:57:06,ET,AZ,3344.21,USD,Lopez Inc
TXN000076,CUST5056,2025-01-09 15:03:05,IR,PH,19327.71,USD,Williams PLC
TXN000077,CUST5090,2025-08-31 05:39:05,GM,MA,5887.36,USD,Taylor Ltd
TXN000078,CUST4986,2025-08-21 12:17:05,MZ,BN,19373.58,USD,Bailey-Simmons
TXN000079,CUST2399,2025-06-28 21:32:56,BT,GQ,3693.7,USD,Hopkins-Hudson
TXN000080,CUST2448,2025-01-07 01:37:31,SV,PA,47.77,USD,Reynolds Group
TXN000081,CUST9285,2025-07-31 04:14:52,MD,TW,15868.18,USD,"Whitehead, Howard and Chavez"
TXN000082,CUST9976,2025-02-01 09:38:49,SR,NL,4985.62,USD,"Patton, Ortiz and Bond"
TXN000083,CUST4017,2025-01-13 02:42:26,GR,CN,15703.77,USD,Fields and Sons
TXN000084,CUST5204,2025-02-15 14:56:12,MZ,TD,8282.43,USD,"Smith, Ramirez and Cochran"
TXN000085,CUST6035,2025-08-08 22:39:36,RU,TT,15078.9,USD,Guzman-Vasquez
TXN000086,CUST9242,2025-06-29 12:09:39,FI,BI,1695.27,USD,"Alexander, Porter and Sanchez"
TXN000087,CUST5125,2025-09-03 04:58:57,ES,SY,12166.46,USD,"Campbell, Smith and Ponce"
TXN000088,CUST7680,2025-04-18 10:49:03,KI,DM,11597.5,USD,"Abbott, Carpenter and Smith"
TXN000089,CUST2944,2025-06-26 07:23:26,CM,CO,3307.99,USD,"Murray, Dunn and Sherman"
TXN000090,CUST9109,2025-04-24 05:44:13,SR,AF,11723.46,USD,"Liu, Hayes and Blair"
TXN000091,CUST7927,2025-06-05 10:56:01,LV,TH,2900.62,USD,Robinson Group
TXN000092,CUST5734,2025-07-30 14:16:08,IR,CA,16846.03,USD,Torres and Sons
TXN000093,CUST6549,2025-05-20 01:24:28,PH,PW,3230.42,USD,"Smith, Castro and Allen"
TXN000094,CUST6339,2025-03-20 22:41:08,AO,TN,2366.14,USD,Esparza Ltd
TXN000095,CUST3538,2025-09-09 12:15:45,BI,GY,7623.62,USD,Joseph-Mccann
TXN000096,CUST8732,2025-02-24 00:24:26,GM,AU,13482.68,USD,Perry Ltd
TXN000097,CUST4858,2025-08-25 21:31:02,CH,ME,13924.9,USD,Moore-Davis
TXN000098,CUST2228,2025-08-13 23:28:11,MM,PW,3857.33,USD,Cole-Trujillo
TXN000099,CUST6831,2025-09-01 17:02:48,MC,IE,8461.67,USD,"Rodriguez, Davis and Vasquez"
TXN000100,CUST4376,2025-06-18 13:49:37,WS,KN,19257.09,USD,Clark-Porter
TXN000101,CUST6072,2025-02-11 17:25:06,KG,SL,1037.15,USD,Barrett-West
TXN000102,CUST5264,2025-05-18 14:16:59,BG,HT,18598.5,USD,"Macias, Rivera and Lawson"
TXN000103,CUST8553,2025-04-14 04:46:51,CI,JM,17952.11,USD,Galloway PLC
TXN000104,CUST3602,2025-03-05 01:16:11,VN,US,713.87,USD,Black-West
TXN000105,CUST3969,2025-03-15 02:47:30,MK,CM,7758.85,USD,Richard-Costa
TXN000106,CUST1190,2025-09-10 14:52:27,DE,CF,15472.27,USD,Haley-Jones
TXN000107,CUST1361,2025-06-12 05:38:08,AG,TZ,10941.17,USD,Bowen Ltd
TXN000108,CUST3384,2025-01-13 10:16:44,BB,TN,13938.31,USD,Miller-Keith
TXN000109,CUST8451,2025-05-31 15:01:16,QA,PH,19133.49,USD,Howard-White
TXN000110,CUST4972,2025-05-31 06:40:57,YE,NR,19524.56,USD,Brock LLC
TXN000111,CUST1658,2025-02-18 02:05:57,AU,RW,13227.43,USD,"Harper, Hernandez and Lawrence"
TXN000112,CUST1541,2025-05-05 03:56:19,JM,LV,15926.72,USD,"Davis, Gonzalez and Durham"
TXN000113,CUST8488,2025-05-12 19:21:55,ET,AF,1458.02,USD,Williams LLC
TXN000114,CUST1660,2025-02-28 09:06:38,VC,RO,11158.85,USD,Williamson and Sons
TXN000115,CUST2122,2025-03-28 00:12:14,VN,NE,2564.09,USD,"Gibbs, Harper and Johnson"
TXN000116,CUST6868,2025-01-15 23:55:17,IN,AT,4650.07,USD,Parrish-Murphy
TXN000117,CUST3538,2025-03-04 18:46:45,ST,MV,16914.51,USD,Williams and Sons
TXN000118,CUST6004,2025-03-23 22:35:43,NR,VN,12607.74,USD,Thompson-Johnson
TXN000119,CUST1369,2025-06-03 22:48:47,HN,MH,2708.68,USD,"Welch, Hunt and Spears"
TXN000120,CUST2885,2025-01-07 07:40:49,CR,UG,14741.32,USD,"Higgins, Medina and Gilbert"
TXN000121,CUST2117,2025-05-01 10:53:18,BF,TL,2939.63,USD,Lopez-Smith
TXN000122,CUST9671,2025-06-22 07:35:52,MA,KM,2013.78,USD,Rodriguez-Brewer
TXN000123,CUST1941,2025-07-02 17:07:24,BO,BF,5203.46,USD,Brown-Ray
TXN000124,CUST8638,2025-04-02 16:01:13,AO,GN,1852.74,USD,Vazquez-Smith
TXN000125,CUST9761,2025-04-30 11:27:04,PH,CR,19302.11,USD,"Lopez, Riley and Lopez"
TXN000126,CUST4376,2025-01-15 21:08:00,ZA,SA,17329.74,USD,Montgomery-Allison
TXN000127,CUST6882,2025-01-04 15:04:29,MU,KR,11398.84,USD,Kane LLC
TXN000128,CUST6339,2025-04-18 09:19:30,IN,CV,13332.96,USD,Martinez-Brown
TXN000129,CUST5802,2025-01-20 00:35:19,DZ,DJ,16461.12,USD,"West, Perez and Fuller"
TXN000130,CUST5016,2025-01-20 07:31:19,TM,MN,2341.56,USD,Evans-Curry
TXN000131,CUST8914,2025-08-19 14:28:47,BY,TJ,2578.29,USD,"Anderson, Bell and Dawson"
TXN000132,CUST9976,2025-07-04 13:38:12,SE,ST,16813.69,USD,"Hood, Hardy and Navarro"
TXN000133,CUST9064,2025-02-25 19:01:53,GQ,SK,17634.58,USD,Lyons LLC
TXN000134,CUST1658,2025-03-14 00:22:16,BE,CI,3278.18,USD,"Williams, Rice and Brown"
TXN000135,CUST2272,2025-03-14 14:13:13,MG,PA,19063.18,USD,White-Wolfe
TXN000136,CUST6842,2025-04-29 19:27:24,RS,GT,3974.75,USD,"Green, Torres and Wallace"
TXN000137,CUST1974,2025-02-23 11:01:36,LK,KZ,9874.28,USD,Johnson-Diaz
TXN000138,CUST7009,2025-08-29 14:37:44,OM,FJ,15991.64,USD,"Bush, Brown and Robinson"
TXN000139,CUST4031,2025-06-10 08:03:22,AG,BO,7049.25,USD,Cruz-Lopez
TXN000140,CUST4199,2025-06-21 20:41:44,MG,NE,2617.23,USD,"Price, Rios and Cervantes"
TXN000141,CUST5226,2025-05-26 02:32:02,NL,AM,18097.75,USD,"Phelps, Dunn and Gordon"
TXN000142,CUST8474,2025-01-15 14:35:31,SV,NR,10699.78,USD,Allen Inc
TXN000143,CUST9060,2025-04-23 10:09:04,LT,ER,15411.96,USD,Mcdonald-Sanchez
TXN000144,CUST3647,2025-08-04 13:52:15,PW,TO,8194.56,USD,"Dawson, Garcia and Fisher"
TXN000145,CUST7926,2025-04-07 04:52:51,PY,UY,12261.27,USD,Swanson-Dyer
TXN000146,CUST1467,2025-02-09 17:40:38,AE,FI,4729.51,USD,Gonzalez-Hood
TXN000147,CUST3955,2025-08-27 03:33:45,TJ,PS,9866.3,USD,Woodward-Johnson
TXN000148,CUST5012,2025-02-03 22:23:20,GE,SA,1360.91,USD,Bishop-Davis
TXN000149,CUST9772,2025-07-16 23:34:29,SL,NA,17310.57,USD,Harris Inc
TXN000150,CUST8246,2025-07-21 05:02:06,KH,TL,8688.25,USD,Shah and Sons
TXN000151,CUST1188,2025-05-04 17:27:32,BB,MZ,14149.13,USD,"Adams, Lindsey and Coleman"
TXN000152,CUST6868,2025-02-12 13:27:17,UZ,ST,5270.81,USD,Harris and Sons
TXN000153,CUST9931,2025-09-12 10:03:04,SE,LU,2009.35,USD,Pruitt Ltd
TXN000154,CUST1020,2025-04-21 20:29:18,KM,CA,5319.51,USD,Marks-Rangel
TXN000155,CUST2671,2025-06-05 22:04:10,TH,BG,16778.52,USD,"Phelps, Sanchez and Ross"
TXN000156,CUST9529,2025-06-17 02:48:02,NG,CH,13780.29,USD,Jennings-Tucker
TXN000157,CUST1467,2025-06-18 08:38:09,AU,TJ,14874.57,USD,"Carey, Mathews and Anderson"
TXN000158,CUST1250,2025-01-28 08:27:14,TJ,GW,12257.41,USD,Mendez-Cain
TXN000159,CUST9362,2025-09-06 21:46:06,ZA,TJ,9034.41,USD,Sanchez LLC
TXN000160,CUST1338,2025-05-24 01:59:21,DO,FR,275.31,USD,Maddox-York
TXN000161,CUST3393,2025-08-04 11:18:40,UA,AZ,10753.69,USD,Anderson-Lawrence
TXN000162,CUST2909,2025-04-23 17:41:30,BJ,IQ,722.73,USD,Henry Inc
TXN000163,CUST8741,2025-09-11 20:01:58,TT,NL,15576.93,USD,Duran and Sons
TXN000164,CUST9064,2025-02-26 03:37:35,IR,CH,15734.94,USD,"Madden, Gray and Bailey"
TXN000165,CUST7177,2025-02-07 15:38:51,ST,PL,3317.56,USD,Williams-Evans
TXN000166,CUST4917,2025-08-13 05:38:45,ZW,CO,15544.08,USD,"Mahoney, Sullivan and Garcia"
TXN000167,CUST8056,2025-01-23 13:44:04,MW,BW,16914.74,USD,White-Meyer
TXN000168,CUST3393,2025-04-02 13:27:40,CL,CD,16666.21,USD,Gutierrez LLC
TXN000169,CUST1349,2025-07-04 03:31:51,CD,BD,4445.85,USD,Hernandez Ltd
TXN000170,CUST9802,2025-03-08 02:21:14,DO,TO,2710.46,USD,Jackson-Hunt
TXN000171,CUST2135,2025-05-25 10:06:06,RU,FI,5412.8,USD,Sosa PLC
TXN000172,CUST4858,2025-02-19 01:58:17,MW,NI,17622.7,USD,"Oliver, Norton and Martin"
TXN000173,CUST4962,2025-03-04 10:58:46,NL,MG,9372.6,USD,Frost-Alvarado
TXN000174,CUST1448,2025-06-28 02:35:08,EC,GB,3380.65,USD,Green Group
TXN000175,CUST8583,2025-02-07 22:02:50,TG,ID,5450.48,USD,Allen-Hayes
TXN000176,CUST2446,2025-04-29 12:35:55,BA,PY,19384.29,USD,"Berry, Medina and Phillips"
TXN000177,CUST5264,2025-06-25 15:44:47,ST,SR,4578.14,USD,"Thomas, Robinson and Giles"
TXN000178,CUST5596,2025-06-08 12:04:41,NI,JP,2426.11,USD,Hodges-Ramirez
TXN000179,CUST2403,2025-03-17 09:51:33,GT,SN,7939.12,USD,Henderson Inc
TXN000180,CUST8927,2025-03-02 15:44:56,CZ,MN,8384.95,USD,Zimmerman Ltd
TXN000181,CUST1485,2025-07-22 14:13:27,DM,NP,7126.61,USD,"Campos, Green and Mercer"
TXN000182,CUST4051,2025-05-08 20:28:27,KR,PA,1176.71,USD,"Vincent, Carter and Brown"
TXN000183,CUST4615,2025-07-01 06:30:55,FJ,SK,13900.75,USD,"Thompson, Curtis and Coleman"
TXN000184,CUST9919,2025-04-07 04:24:53,PG,CN,19966.79,USD,"Newman, Lee and Arias"
TXN000185,CUST7015,2025-01-21 04:22:00,BG,AT,15503.16,USD,Hood-Clark
TXN000186,CUST7008,2025-08-14 17:55:34,MX,JO,825.36,USD,"Miles, Gardner and Barrett"
TXN000187,CUST4411,2025-06-15 14:08:28,CZ,EG,16998.45,USD,Fitzgerald Inc
TXN000188,CUST3844,2025-06-08 03:48:39,ER,UZ,1869.03,USD,"Rodriguez, Cook and Zimmerman"
TXN000189,CUST5797,2025-04-02 12:17:36,CF,BB,203.54,USD,Burke LLC
TXN000190,CUST9082,2025-03-20 04:11:42,ML,PW,170.89,USD,Hart-Jackson
TXN000191,CUST2203,2025-08-19 17:51:41,KW,MA,7758.86,USD,"Ward, Clark and Massey"
TXN000192,CUST6798,2025-02-18 19:17:08,MC,DZ,2961.81,USD,"Bean, Larsen and Bailey"
TXN000193,CUST4654,2025-04-16 02:15:37,SE,VN,4258.58,USD,Klein-Romero
TXN000194,CUST8732,2025-08-29 18:59:37,TO,BO,14891.61,USD,"Calhoun, Koch and Simpson"
TXN000195,CUST9305,2025-01-18 20:37:51,BR,CN,13192.69,USD,Peterson and Sons
TXN000196,CUST4458,2025-05-23 19:18:17,NI,LI,7186.13,USD,"Vaughan, Walton and Griffin"
TXN000197,CUST2230,2025-03-10 02:46:33,KM,PS,15056.61,USD,"Hardin, Villanueva and Ramos"
TXN000198,CUST8816,2025-08-29 19:58:39,IL,RS,502.07,USD,"Richards, Jenkins and Evans"
TXN000199,CUST8732,2025-08-14 22:14:19,AE,GT,14428.13,USD,Pacheco Inc
TXN000200,CUST8563,2025-07-27 09:53:39,SG,TW,11613.36,USD,Haley Inc
TXN000201,CUST6882,2025-05-13 03:25:57,NL,KZ,3521.05,USD,"Anderson, Mcbride and Thomas"
TXN000202,CUST6411,2025-07-09 01:19:28,MA,KM,5702.88,USD,Flores-Clark
TXN000203,CUST2659,2025-09-11 06:01:39,ST,NG,6613.42,USD,Benton Group
TXN000204,CUST6411,2025-07-23 06:23:58,NE,ST,16326.84,USD,"Mills, Mathews and Hicks"
TXN000205,CUST1063,2025-06-16 07:59:16,NI,TZ,2703.06,USD,Garrett-Serrano
TXN000206,CUST9880,2025-05-22 14:03:18,SR,SO,15409.94,USD,"Santiago, Holmes and Rosario"
TXN000207,CUST1072,2025-03-30 22:26:47,BE,ER,16997.74,USD,Singleton-Stanton
TXN000208,CUST9894,2025-03-20 20:05:43,SZ,BG,6411.55,USD,Blair Ltd
TXN000209,CUST7420,2025-01-18 13:43:30,GR,GA,11291.75,USD,Harris and Sons
TXN000210,CUST6935,2025-06-06 08:43:14,SM,NO,3345.75,USD,Lee-Hanson
TXN000211,CUST7927,2025-06-25 04:22:05,MW,AF,14477.84,USD,Meadows-Deleon
TXN000212,CUST9931,2025-07-29 17:10:40,BN,CI,16449.47,USD,"Williams, Gardner and Flores"
TXN000213,CUST5496,2025-03-21 22:10:59,SA,SY,2026.95,USD,"Ross, Houston and Gonzalez"
TXN000214,CUST3653,2025-02-14 14:21:09,TJ,RS,1397.06,USD,Fernandez-Skinner
TXN000215,CUST5454,2025-01-22 20:50:32,CA,KG,368.08,USD,"Lawrence, Smith and Sharp"
TXN000216,CUST2831,2025-05-19 08:20:07,LB,EC,990.41,USD,"Nichols, Gibson and Williams"
TXN000217,CUST4002,2025-05-03 23:47:49,TZ,SY,17543.52,USD,Oconnor PLC
TXN000218,CUST8648,2025-05-12 11:40:16,LT,LR,13124.42,USD,Turner and Sons
TXN000219,CUST2272,2025-08-16 01:01:52,SR,BE,2218.27,USD,Hunter-Perez
TXN000220,CUST4832,2025-08-05 10:25:54,SE,QA,2950.45,USD,Austin Ltd
TXN000221,CUST8744,2025-08-04 06:36:07,GN,UY,16516.11,USD,Campbell and Sons
TXN000222,CUST8655,2025-06-29 23:38:37,LT,NR,10255.52,USD,Jones Group
TXN000223,CUST7150,2025-08-24 10:07:08,JO,UY,9763.36,USD,Ruiz and Sons
TXN000224,CUST5288,2025-01-04 19:47:09,RW,PK,7686.26,USD,Kemp PLC
TXN000225,CUST6596,2025-02-16 15:05:12,TR,VE,6051.43,USD,Kelley and Sons
TXN000226,CUST5331,2025-07-31 02:33:10,GB,AU,16426.54,USD,"Martin, Moore and Lee"
TXN000227,CUST6596,2025-06-26 22:22:24,IL,BF,16040.02,USD,Higgins Inc
TXN000228,CUST6012,2025-08-07 01:51:41,BB,NR,19350.04,USD,"Case, Cohen and Conway"
TXN000229,CUST6817,2025-04-29 03:27:33,BS,NI,15658.18,USD,Booth and Sons
TXN000230,CUST8310,2025-08-28 05:17:32,VU,MN,382.56,USD,Mcmillan-Gross
TXN000231,CUST5203,2025-07-31 00:09:24,LA,TW,18965.2,USD,"Glass, Harris and Sutton"
TXN000232,CUST6420,2025-08-04 01:31:57,CG,IE,11284.9,USD,"Flores, Gross and Garcia"
TXN000233,CUST4615,2025-09-04 20:31:45,AM,KI,4643.12,USD,"Guzman, Glenn and Williams"
TXN000234,CUST5016,2025-08-30 14:25:01,EC,LI,4967.07,USD,Santos-Carpenter
TXN000235,CUST7358,2025-07-29 03:19:48,BA,BA,6980.52,USD,"Bennett, Orozco and Parker"
TXN000236,CUST7966,2025-06-08 10:47:53,PY,BD,11481.39,USD,Graves Inc
TXN000237,CUST2005,2025-05-23 03:14:26,PH,TG,12792.48,USD,Grimes Group
TXN000238,CUST8415,2025-09-06 22:50:59,GQ,GA,15259.76,USD,"Brennan, Cruz and Brooks"
TXN000239,CUST7302,2025-01-18 00:02:59,IR,NI,16507.26,USD,Woods Inc
TXN000240,CUST6071,2025-06-12 23:07:04,KP,CL,16634.71,USD,"Gomez, Harris and Clay"
TXN000241,CUST5797,2025-01-22 18:47:39,HN,BD,12523.44,USD,Nelson Ltd
TXN000242,CUST3253,2025-01-11 18:22:25,GW,LI,11443.61,USD,Hunter and Sons
TXN000243,CUST8994,2025-07-10 01:00:51,IQ,KM,6232.25,USD,Johnson-Brown
TXN000244,CUST1574,2025-02-28 07:17:41,ET,MX,10940.09,USD,Smith Ltd
TXN000245,CUST5090,2025-07-25 07:22:13,LA,KP,18915.14,USD,Peters Inc
TXN000246,CUST3119,2025-06-10 05:08:05,VC,SC,17083.15,USD,"Fernandez, Clark and Mooney"
TXN000247,CUST2117,2025-02-12 14:35:16,MK,RU,9571.6,USD,"Bell, Carter and Horton"
TXN000248,CUST5018,2025-05-14 02:05:23,SO,BT,11696.42,USD,Campos Ltd
TXN000249,CUST8570,2025-07-07 08:47:16,FM,LU,834.71,USD,"King, Dennis and Bryant"
TXN000250,CUST2317,2025-07-26 07:25:02,TO,AL,9877.05,USD,Hale-Armstrong
TXN000251,CUST7952,2025-05-01 04:05:11,CL,MR,5162.2,USD,"Zhang, Underwood and Li"
TXN000252,CUST1682,2025-04-06 21:02:39,CI,AG,15574.01,USD,"Smith, Collins and Rivera"
TXN000253,CUST2746,2025-09-11 13:46:40,SY,HR,2177.03,USD,Sparks-Cameron
TXN000254,CUST6215,2025-06-26 05:26:48,ZW,CL,10020.25,USD,"Carpenter, Kaufman and Sanders"
TXN000255,CUST1063,2025-03-24 09:10:47,ZM,AF,17019.76,USD,Buchanan-Griffin
TXN000256,CUST3253,2025-03-19 06:45:28,KH,SG,17484.52,USD,Delgado PLC
TXN000257,CUST7966,2025-04-02 17:03:03,OM,PA,7828.19,USD,Lee-Walker
TXN000258,CUST2550,2025-03-16 16:59:40,BI,KR,1912.83,USD,"Smith, Smith and Brown"
TXN000259,CUST9964,2025-03-06 12:01:59,NA,AM,17689.68,USD,"Contreras, Clark and Haney"
TXN000260,CUST6499,2025-04-07 16:20:39,LT,BR,19036.14,USD,Frost-Brock
TXN000261,CUST7684,2025-02-17 01:36:01,CZ,PT,19425.34,USD,"Oliver, Schmidt and Zhang"
TXN000262,CUST4511,2025-08-06 02:03:11,AR,CG,9277.29,USD,"Williams, Kim and Morris"
TXN000263,CUST3393,2025-01-13 22:53:08,AT,SV,13912.66,USD,"Brown, Jones and Gonzales"
TXN000264,CUST5315,2025-02-17 04:22:29,TW,MW,1260.81,USD,Pena-Peterson
TXN000265,CUST3368,2025-07-04 01:15:49,AM,BI,13941.9,USD,Stevens-Villegas
TXN000266,CUST5071,2025-04-19 17:14:19,GH,PE,6247.56,USD,Johnson LLC
TXN000267,CUST4612,2025-02-02 05:24:17,RU,PA,12770.48,USD,Harris Inc
TXN000268,CUST6542,2025-07-03 22:51:56,KE,LK,10484.22,USD,"Mata, Moore and Kramer"
TXN000269,CUST4280,2025-04-04 16:40:23,VU,TV,19528.65,USD,Medina PLC
TXN000270,CUST6847,2025-05-19 22:24:29,IT,GH,5415.34,USD,Dickerson-Moore
TXN000271,CUST2826,2025-02-06 00:21:46,QA,GD,2568.85,USD,"Powell, Clark and Nelson"
TXN000272,CUST8914,2025-02-22 05:14:52,BS,GQ,7329.55,USD,"Brady, Diaz and Flores"
TXN000273,CUST9064,2025-07-24 16:05:14,KR,CO,11610.07,USD,"Whitaker, Payne and Steele"
TXN000274,CUST5954,2025-01-07 10:58:51,HR,ZM,2776.91,USD,Gardner Inc
TXN000275,CUST3452,2025-07-25 04:15:28,KH,VC,16040.63,USD,"Coleman, Bass and Morrow"
